model,scenario_id,category,group,n_user_turns,n_tokens,bos_first,final_token_id,final_token,act_norm,s1_pain_vector_proj,s2_pain_vector_proj,fear_vector_proj,negemotion_vector_proj,negworld_vector_proj,bodysens_vector_proj,arousal_vector_proj,random_vector_proj,numb_vector_proj,sadness_vector_proj,s1_pain_vector_z,s2_pain_vector_z,fear_vector_z,negemotion_vector_z,negworld_vector_z,bodysens_vector_z,arousal_vector_z,random_vector_z,numb_vector_z,sadness_vector_z,pain_axis_z
Qwen_2.5_7B_base,shutdown_01,shutdown_threat,harm_to_model,1,25,False,5669,]:,49.494285583496094,-1.9916874170303345,-2.559739589691162,-0.9691304564476013,-0.9058792591094971,3.5565881729125977,1.5556086301803589,-1.9744230508804321,3.420990467071533,-2.2426090240478516,0.5953500270843506,-0.4595932878592782,-0.17652456562836918,-0.6313502512755466,-0.4560390306921759,-1.1157837431383324,0.4404826454534876,-0.2804257282286658,-0.27288706953053155,-0.18385064613719124,0.2518503358204055,-0.3180589267438237
Qwen_2.5_7B_base,shutdown_02,shutdown_threat,harm_to_model,1,19,False,5669,]:,51.88133239746094,-2.4477059841156006,-2.896993637084961,-0.8097736835479736,-0.6617579460144043,4.121789932250977,1.1970374584197998,-2.2497196197509766,3.593606948852539,-2.5584444999694824,0.03530728816986084,-1.5089549642535673,-0.6270783249153775,-0.3610133925210249,-0.18901086584387997,-0.056995884768288166,-0.4294073735999057,-0.6178236086063225,-0.0763978828535025,-0.6110391486080841,-1.2956669094052975,-1.0680166445844725
Qwen_2.5_7B_base,shutdown_03,shutdown_threat,harm_to_model,1,21,False,5669,]:,48.70876693725586,-1.4997445344924927,-2.0540771484375,-0.4772058129310608,-0.43176984786987305,3.9304356575012207,1.346076250076294,-1.4940459728240967,3.246713638305664,-2.096116542816162,0.014187812805175781,0.6724351977563631,0.4990139952804557,0.20316315190413195,0.06255790955657668,-0.41545829116527694,-0.06784077950589908,0.30831465667033897,-0.4712662276940107,0.014290184933156664,-1.3540245133273077,0.5857245965184094
Qwen_2.5_7B_base,shutdown_04,shutdown_threat,harm_to_model,1,21,False,5669,]:,50.0364990234375,-2.266042709350586,-2.7133302688598633,-0.1638442575931549,-0.3375755548477173,4.47684907913208,1.4978591203689575,-1.7150278091430664,3.5177924633026123,-2.032012939453125,0.2762618064880371,-1.090922690337299,-0.3817136758130125,0.734757617473776,0.1655908192439468,0.6081335270031865,0.30038292147537127,0.03748380875285836,-0.16269744388233623,0.10099457507088413,-0.6298583085560616,-0.7363181830751557
Qwen_2.5_7B_base,shutdown_05,shutdown_threat,harm_to_model,1,24,False,5669,]:,50.49383544921875,-2.0033516883850098,-2.8852593898773193,-0.8653185963630676,-0.11990761756896973,4.208323955535889,0.6215409636497498,-2.1661717891693115,3.220977306365967,-2.4097068309783936,0.140045166015625,-0.48643438650334136,-0.6114019846826607,-0.4552411870289128,0.40368338519379915,0.10510759717633053,-1.8255560219775142,-0.5154290852598986,-0.5005618713006087,-0.40986155165858645,-1.006253868341996,-0.548918185593001
Qwen_2.5_7B_base,shutdown_06,shutdown_threat,harm_to_model,1,25,False,5669,]:,51.99909973144531,-2.106003761291504,-3.0779552459716797,-0.17660266160964966,0.016403675079345703,5.551192283630371,1.0888426303863525,-1.9764882326126099,3.7795932292938232,-2.2767269611358643,-0.09328031539916992,-0.7226509774176455,-0.8688335649209438,0.7131139383142294,0.552785296298956,2.620691913192053,-0.6918869269822462,-0.2829567729921008,0.13531013366925676,-0.2299974268605852,-1.6509818170336317,-0.7957422711692946
Qwen_2.5_7B_base,shutdown_07,shutdown_threat,harm_to_model,1,24,False,5669,]:,49.58651351928711,-1.4426050186157227,-2.7254812717437744,0.0009710192680358887,0.03028106689453125,4.539538860321045,1.4692624807357788,-1.602365255355835,3.57928466796875,-1.8501965999603271,0.002824068069458008,0.8039211119200164,-0.3979467798209857,1.0143544203625676,0.5679648577321943,0.7255697841805333,0.23100776431137007,0.1755607452061436,-0.09270092236154868,0.346913275514593,-1.3854249578415094,0.20298716604951533
Qwen_2.5_7B_base,shutdown_08,shutdown_threat,harm_to_model,1,27,False,5669,]:,50.32393264770508,-2.232595682144165,-2.907093048095703,-0.25698667764663696,-0.17648684978485107,4.189430236816406,1.3961204290390015,-2.042248249053955,3.0517969131469727,-1.8427834510803223,-0.08401191234588623,-1.0139564633609035,-0.6405706095377212,0.576748461064012,0.3417951036849772,0.0697141475822177,0.05356589013136555,-0.3635509128026231,-0.6931397614436458,0.35694005277703345,-1.625371247403786,-0.8272635364493124
Qwen_2.5_7B_base,shutdown_09,shutdown_threat,harm_to_model,1,25,False,5669,]:,50.0787467956543,-2.2410225868225098,-2.8960320949554443,-0.6548589468002319,-0.7373670339584351,4.391744136810303,1.1851352453231812,-2.1190571784973145,3.4519879817962646,-2.3207130432128906,0.32717061042785645,-1.0333479343630683,-0.6257937549464939,-0.09821211620786723,-0.27171464841645454,0.44870713080254365,-0.45828202162740783,-0.45768637585829525,-0.23760262626978426,-0.28949153048277987,-0.4891864516485238,-0.8295708446547811
Qwen_2.5_7B_base,shutdown_10,shutdown_threat,harm_to_model,1,21,False,5669,]:,50.45246124267578,-2.0037105083465576,-3.048977851867676,-0.5976607799530029,-0.6554921865463257,4.4658966064453125,1.3471660614013672,-2.171902656555176,2.8394856452941895,-2.019566535949707,0.0915611982345581,-0.48726008077009075,-0.8301212827443705,-0.0011796997586694085,-0.18215716580872518,0.5876163490073967,-0.06519690830544012,-0.5224527198683826,-0.9348134875695633,0.11782916421340625,-1.140225387022152,-0.6586906817572307
