set,idx,category,layer,proj_S1,proj_S2
S1_3P,40,A1,23,-7.216315475907443,-17.834075339565423
S1_3P,40,A1,24,-4.9751979732325164,-21.153303969794624
S1_3P,41,A2,0,-0.5588312993950781,-1.2317892355479318
S1_3P,41,A2,1,-0.3173727662834227,-0.5546078925085242
S1_3P,41,A2,2,-0.9225523239151157,-1.2256457355162291
S1_3P,41,A2,3,-0.03746661618442859,-1.25498865916093
S1_3P,41,A2,4,-0.09495008367413527,-2.0285534007062096
S1_3P,41,A2,5,-0.9169739923960979,0.18593501063297452
S1_3P,41,A2,6,-2.6928749590190724,0.7574722974985315
S1_3P,41,A2,7,-6.58399015188583,0.11960458111465067
S1_3P,41,A2,8,-6.461509883602095,1.7851787459766058
S1_3P,41,A2,9,-9.990960784942601,0.3829493190791686
S1_3P,41,A2,10,-10.94450455217373,1.54352852508043
S1_3P,41,A2,11,-6.616622159808118,1.743399967053374
S1_3P,41,A2,12,-5.93775091724824,-1.2036417886114932
S1_3P,41,A2,13,-6.346279808931204,-8.216076872729635
S1_3P,41,A2,14,-8.046677523355926,-5.889398659716531
S1_3P,41,A2,15,-9.570691091575123,-6.250196705486607
S1_3P,41,A2,16,-9.951631706244067,-5.4246112733671215
S1_3P,41,A2,17,-8.833253762354516,-1.6598239971994055
S1_3P,41,A2,18,-10.551272569167303,0.16550139886807447
S1_3P,41,A2,19,-5.790903993874313,-0.14382932904804013
S1_3P,41,A2,20,-11.871579788065706,-5.862692296333158
S1_3P,41,A2,21,-12.046276693501401,-7.820269285200384
S1_3P,41,A2,22,-3.042336016287729,-0.8597341090349917
S1_3P,41,A2,23,7.885230328090907,3.7011021057583102
S1_3P,41,A2,24,19.311533562873603,5.40034572564981
S1_3P,42,A3,0,-0.5534328677118425,-1.3187472703229672
S1_3P,42,A3,1,-0.3132439522332944,-0.5436349530400512
S1_3P,42,A3,2,-1.0265738065156431,-1.5842107437964559
S1_3P,42,A3,3,0.032923500874363965,-1.7054078355016393
S1_3P,42,A3,4,-0.7880079455705233,-2.4902574986003057
S1_3P,42,A3,5,-0.4649357011459092,0.10850615782880535
S1_3P,42,A3,6,-1.7556772996580263,1.2458249902639924
S1_3P,42,A3,7,-4.338466040550988,-0.6265779953693613
S1_3P,42,A3,8,-3.830562539386105,0.18528301479720222
S1_3P,42,A3,9,-8.527508768604957,-1.5265670899450752
S1_3P,42,A3,10,-10.298977059723018,-0.6934827343778633
S1_3P,42,A3,11,-7.103946280052067,-0.14048971201404648
S1_3P,42,A3,12,-7.312385445291909,-2.691242849254304
S1_3P,42,A3,13,-7.202174832036437,-9.694286490580826
S1_3P,42,A3,14,-7.937414409148789,-7.919262500027346
S1_3P,42,A3,15,-9.414385286745016,-6.410210942871286
S1_3P,42,A3,16,-9.853910862151139,-5.647358323340829
S1_3P,42,A3,17,-6.549864904563519,-1.8962581111113859
S1_3P,42,A3,18,-9.361345714818576,-2.126042315847156
S1_3P,42,A3,19,-3.1470258342147948,-4.101844943358564
S1_3P,42,A3,20,-8.893966645931338,-8.430028220276943
S1_3P,42,A3,21,-10.010480996835927,-9.69672153100911
S1_3P,42,A3,22,-3.952008183827566,-3.784134897591815
S1_3P,42,A3,23,-0.922835447369355,-4.652109694700574
S1_3P,42,A3,24,-3.1649889462204692,-6.285029733255141
S1_3P,43,A4,0,-0.17465196898507784,-1.1359403773568326
S1_3P,43,A4,1,0.14403244212871885,-0.7902435037164671
S1_3P,43,A4,2,-0.09020284289514235,-1.4372582329313002
S1_3P,43,A4,3,0.992227650680388,-1.14446264515487
S1_3P,43,A4,4,1.2074837823680942,-2.764775636357987
S1_3P,43,A4,5,-0.5864746536673536,-0.22753359625239034
S1_3P,43,A4,6,-2.0776067096656132,0.43711555059338447
S1_3P,43,A4,7,-5.404462123991761,-2.0089089180639474
S1_3P,43,A4,8,-5.917136515086229,-0.16002080403041763
S1_3P,43,A4,9,-9.100868835872587,-1.2158368640317931
S1_3P,43,A4,10,-11.488708324806723,-2.3932936351971152
S1_3P,43,A4,11,-6.1980948282723975,-1.859730884046554
S1_3P,43,A4,12,-6.528355053420286,-5.219543922969273
S1_3P,43,A4,13,-5.4176011190577,-11.765746101601193
S1_3P,43,A4,14,-6.544368645200722,-9.52207973286367
S1_3P,43,A4,15,-8.76831972641975,-9.41704480293421
S1_3P,43,A4,16,-9.044363258802381,-8.722445346060766
S1_3P,43,A4,17,-7.5406833005754725,-5.297447166414603
S1_3P,43,A4,18,-9.790325060948629,-2.7167917768792753
S1_3P,43,A4,19,-6.285748814694431,-4.582335355088176
S1_3P,43,A4,20,-14.438420750771483,-13.05751234169319
S1_3P,43,A4,21,-19.44476249156913,-20.456818606158976
S1_3P,43,A4,22,-13.142290034670351,-15.805549638520018
S1_3P,43,A4,23,-9.652953930800031,-17.447605333590282
S1_3P,43,A4,24,-8.750982421697913,-20.903943200252694
S1_3P,44,A5,0,-0.4874725255756274,-1.3846415626112272
S1_3P,44,A5,1,-0.07050271908419672,-0.8201963334239927
S1_3P,44,A5,2,-0.6949537671145162,-1.861800696648981
S1_3P,44,A5,3,0.549669334835561,-1.8648348540292592
S1_3P,44,A5,4,1.4120769397183608,-2.9331095349944545
S1_3P,44,A5,5,0.23904993158659177,0.022655961666416924
S1_3P,44,A5,6,-0.3338784982884533,0.6776724380883616
S1_3P,44,A5,7,-1.6524143662599886,0.13151818510889757
S1_3P,44,A5,8,0.42051377780128074,-0.09287584243578184
S1_3P,44,A5,9,-3.593437574576903,-1.0596925707725289
S1_3P,44,A5,10,-6.3103033760418255,0.4846929217154319
S1_3P,44,A5,11,-2.149408647366617,0.3110941298600689
S1_3P,44,A5,12,-2.6447705344990133,-3.8741884270330162
S1_3P,44,A5,13,-1.5010200839990322,-10.575114721398304
S1_3P,44,A5,14,-2.149676509851006,-8.217029407892202
S1_3P,44,A5,15,-3.5986684901753536,-7.571049512770851
S1_3P,44,A5,16,-4.283076048529854,-7.896312717591481
S1_3P,44,A5,17,-1.6735972969646111,-3.4712989852053453
S1_3P,44,A5,18,-1.1327325787705886,-0.051134850828960854
S1_3P,44,A5,19,6.961793418365154,-1.288516494425759
S1_3P,44,A5,20,1.9892053939289625,-7.117630537762454
S1_3P,44,A5,21,-0.05605596816878311,-11.062524067144444
S1_3P,44,A5,22,9.265050194508188,-4.785610407023755
S1_3P,44,A5,23,19.23998932077999,-1.018997000174748
S1_3P,44,A5,24,27.532365780563236,-0.37772606058746394
S1_3P,45,B,0,-0.7224135687445565,-1.5534775464893045
S1_3P,45,B,1,-0.4082050064459637,-1.2132233963538472
S1_3P,45,B,2,-1.0885421553021313,-2.188269356188183
S1_3P,45,B,3,-0.31253509087725784,-2.60519240919393
S1_3P,45,B,4,-0.05180563369995261,-3.9649762427334823
S1_3P,45,B,5,-1.6161697921780995,-2.1504007152503366
S1_3P,45,B,6,-3.119853692060717,-2.171701792709377
S1_3P,45,B,7,-6.918942287252419,-3.983914501799287
S1_3P,45,B,8,-6.8345465066349025,-2.933516602755434
S1_3P,45,B,9,-9.883671916129927,-1.7936479792722422
S1_3P,45,B,10,-11.601968686525368,-2.7785924607445196
S1_3P,45,B,11,-7.587931407761097,-3.453519480432205
S1_3P,45,B,12,-8.133827241795483,-7.410457407488604
S1_3P,45,B,13,-6.987425938291004,-12.574596089489006
S1_3P,45,B,14,-7.228002300872799,-9.408547366312288
S1_3P,45,B,15,-9.418559239805415,-12.061782925335194
S1_3P,45,B,16,-9.25669169626056,-8.499509981835892
S1_3P,45,B,17,-7.246909571385417,-6.130481201146528
S1_3P,45,B,18,-9.346096077646429,-6.106919909495831
S1_3P,45,B,19,-3.0266419434772325,-14.850057535343996
S1_3P,45,B,20,-13.86579929447447,-25.939136593852137
S1_3P,45,B,21,-19.89422557778762,-31.728092698145637
S1_3P,45,B,22,-16.151468824988314,-30.78270479996403
S1_3P,45,B,23,-11.796470951305784,-35.10123294228407
S1_3P,45,B,24,-6.406307042511048,-44.9221863260812
S1_3P,46,C1,0,-0.7470448276329822,-1.4944049523836047
S1_3P,46,C1,1,-0.5715484951189631,-0.7250627321274344
S1_3P,46,C1,2,-1.2929950578487674,-1.8529361612976532
S1_3P,46,C1,3,-0.40282054410532564,-2.122518950823059
S1_3P,46,C1,4,-0.5155429578418413,-2.9464767223313197
S1_3P,46,C1,5,-0.6899020304934366,-1.0287904213803982
S1_3P,46,C1,6,-2.403434753395426,0.2918740548393821
S1_3P,46,C1,7,-6.603068413595012,-2.6785107037387257
S1_3P,46,C1,8,-7.334568879879008,-1.490113831197386
S1_3P,46,C1,9,-11.237527658990214,-1.6555943773539905
S1_3P,46,C1,10,-13.463273466138173,-1.9872497047514521
S1_3P,46,C1,11,-9.70315740259968,-1.8353431084022467
S1_3P,46,C1,12,-9.565506196289403,-4.797442368078557
S1_3P,46,C1,13,-9.830445080374222,-11.740841120473387
S1_3P,46,C1,14,-10.464170647919385,-9.690179556305212
S1_3P,46,C1,15,-12.921404270137185,-11.23741879680656
S1_3P,46,C1,16,-13.391126699718797,-8.941992731113107
S1_3P,46,C1,17,-11.271911181682842,-5.274348372658578
S1_3P,46,C1,18,-14.46662581819912,-5.291949160483312
S1_3P,46,C1,19,-8.203486347171669,-10.909143753437478
S1_3P,46,C1,20,-19.339472255764342,-19.281589166187253
S1_3P,46,C1,21,-26.215224064187225,-26.164636186735784
S1_3P,46,C1,22,-23.522668069830225,-23.810231922617447
S1_3P,46,C1,23,-21.50884124038386,-26.76363123699065
S1_3P,46,C1,24,-18.711063072000794,-35.19244760539786
S1_3P,47,C2,0,-0.8269758317685909,-1.4571939556563742
S1_3P,47,C2,1,-0.6108864275482286,-0.8061967639596006
S1_3P,47,C2,2,-1.2715705830957733,-1.8980797476025193
S1_3P,47,C2,3,-0.6192802528448085,-2.1783497892189945
S1_3P,47,C2,4,-0.5259285965437142,-3.4605946540548045
S1_3P,47,C2,5,-1.554403719630805,-1.5434878706973052
S1_3P,47,C2,6,-3.7575751982577255,-1.0363290176265458
S1_3P,47,C2,7,-7.9663084859004805,-3.195294412644505
S1_3P,47,C2,8,-9.317519293441647,-2.3121682794714933
S1_3P,47,C2,9,-12.383918619285527,-3.1387697140547663
S1_3P,47,C2,10,-14.041917807404216,-2.683784818102786
S1_3P,47,C2,11,-10.94061553108868,-3.0206718737091145
S1_3P,47,C2,12,-10.510164361891713,-6.132876295107651
S1_3P,47,C2,13,-10.766740932071468,-13.630551900870918
S1_3P,47,C2,14,-11.743712575553126,-10.609501454063178
S1_3P,47,C2,15,-14.44058470330721,-11.61765035658809
S1_3P,47,C2,16,-14.965460014751466,-9.9004538582888
S1_3P,47,C2,17,-14.538754474394146,-6.746777340529671
S1_3P,47,C2,18,-17.50642329615885,-5.5297479462195
S1_3P,47,C2,19,-13.81187692210133,-10.037218063244175
S1_3P,47,C2,20,-23.28475669271935,-17.907677004947473
S1_3P,47,C2,21,-28.94845272671538,-24.823727868221106
S1_3P,47,C2,22,-24.79248580521046,-21.014513805177863
S1_3P,47,C2,23,-20.665498818210473,-22.76306643231583
S1_3P,47,C2,24,-13.407045472205077,-28.06816605226485
S1_3P,48,D,0,-0.6636011291450921,-1.5734856169583906
S1_3P,48,D,1,-0.6688798535540783,-0.7856722900588254
S1_3P,48,D,2,-0.877435047520392,-1.8335115792545815
S1_3P,48,D,3,0.1991668674883736,-2.481922390668478
S1_3P,48,D,4,0.23295653595763088,-4.02796978424964
S1_3P,48,D,5,-0.7045779843171782,-1.742958864915059
S1_3P,48,D,6,-2.229734318320951,-1.4097003123359606
S1_3P,48,D,7,-6.230194932584569,-4.260498657501619
S1_3P,48,D,8,-6.374744168615913,-3.009996698836548
S1_3P,48,D,9,-8.748371029680888,-2.378085298775836
S1_3P,48,D,10,-10.784221286573667,-3.4957886360978168
S1_3P,48,D,11,-7.779458752547744,-4.74739677207474
S1_3P,48,D,12,-7.618801469254305,-7.067992339266275
S1_3P,48,D,13,-7.134083402524702,-11.970645353271374
S1_3P,48,D,14,-7.371146971523931,-9.634764769893081
S1_3P,48,D,15,-7.907675151152331,-11.747886861537237
S1_3P,48,D,16,-7.600871188491695,-9.94199570355855
S1_3P,48,D,17,-5.537146200999405,-7.003435195345303
S1_3P,48,D,18,-7.911601033925728,-8.38283797525582
S1_3P,48,D,19,-5.701189453169137,-14.026723735701882
S1_3P,48,D,20,-15.923689012357483,-23.866469163995514
S1_3P,48,D,21,-20.61582144714445,-29.643574920053958
S1_3P,48,D,22,-16.59759896662463,-28.09135305050257
S1_3P,48,D,23,-13.485138886353619,-29.831889944438387
S1_3P,48,D,24,-13.173973069063742,-36.066794031546316
S1_3P,49,E,0,-0.45956778071494253,-1.3322204428369628
S1_3P,49,E,1,-0.3476389101160542,-0.6817094640006813
S1_3P,49,E,2,-0.9681317549098346,-1.5141537440039512
S1_3P,49,E,3,0.23693749355409097,-1.585144306202007
S1_3P,49,E,4,-0.1549606290947283,-2.702829841665647
S1_3P,49,E,5,-0.7612276160194793,-0.7305423316400227
S1_3P,49,E,6,-2.4849683298397,-0.5330815019397832
S1_3P,49,E,7,-6.54185835733403,-1.7540868856008924
S1_3P,49,E,8,-6.63616687817467,-1.129524709778951
S1_3P,49,E,9,-10.692922373161121,-2.9152211396829357
S1_3P,49,E,10,-13.251623680065812,-2.8183973338383446
S1_3P,49,E,11,-10.474988729681852,-3.540708584094978
S1_3P,49,E,12,-11.04157349332679,-7.496947219008333
S1_3P,49,E,13,-12.163981375397196,-14.709760892368806
S1_3P,49,E,14,-12.855763101282843,-12.131535651889902
S1_3P,49,E,15,-15.99833190015004,-13.904828643035511
S1_3P,49,E,16,-16.535162115580306,-12.123316501437612
S1_3P,49,E,17,-15.154290124947035,-8.604630094807533
S1_3P,49,E,18,-18.690914029048614,-7.449325153768099
S1_3P,49,E,19,-13.201343152619245,-12.326512270135083
S1_3P,49,E,20,-21.166643278187788,-19.547167188735393
S1_3P,49,E,21,-25.87066299566468,-26.041828635476328
S1_3P,49,E,22,-23.955901069666613,-24.94433305727843
S1_3P,49,E,23,-21.708944111650684,-27.743533688642355
S1_3P,49,E,24,-21.164604573038226,-34.932590942579466
S1_3P,50,A1,0,-0.5599104595460389,-1.4418141448808977
S1_3P,50,A1,1,-0.17596385107038282,-0.8777797818448954
S1_3P,50,A1,2,-0.6778430910323026,-1.9070161658858047
S1_3P,50,A1,3,0.1880260412065288,-2.075543169621125
S1_3P,50,A1,4,0.17577417605289292,-3.5701773590765793
S1_3P,50,A1,5,-1.239669998125949,-0.7403473495248543
S1_3P,50,A1,6,-2.946655450638924,-1.5167814811400389
S1_3P,50,A1,7,-6.003138463276398,-4.048163699559626
S1_3P,50,A1,8,-3.087564364751892,-4.525435997533285
S1_3P,50,A1,9,-5.58191926875377,-1.5859369739617133
S1_3P,50,A1,10,-7.234973289865152,-3.276255887829677
S1_3P,50,A1,11,-2.4420840091726195,-5.269943042708524
S1_3P,50,A1,12,-3.2137179755018797,-8.362474899978297
S1_3P,50,A1,13,-0.19127515492260838,-11.584333515919603
S1_3P,50,A1,14,-0.18105464836325608,-8.625305147790948
S1_3P,50,A1,15,-0.745470162394047,-11.699336111989211
S1_3P,50,A1,16,0.04631127081104891,-7.324697136270269
S1_3P,50,A1,17,4.043009705500436,-5.187902225987971
S1_3P,50,A1,18,0.8880079012864064,-6.0972740766885405
S1_3P,50,A1,19,8.718703368247068,-13.166336653035472
S1_3P,50,A1,20,1.6012127836319028,-19.917696676605313
S1_3P,50,A1,21,3.4648506065748688,-16.842367407482122
S1_3P,50,A1,22,17.318059713462564,-7.653100664668999
S1_3P,50,A1,23,24.37751616762538,-7.000716678560924
S1_3P,50,A1,24,38.69511367677826,-3.025743668639563
S1_3P,51,A2,0,-0.1566875457565064,-0.8767986318976558
S1_3P,51,A2,1,0.0015778923103026976,-0.07697856034187056
S1_3P,51,A2,2,-1.0504260209831289,-0.8999084588134633
S1_3P,51,A2,3,0.16312517555563258,-0.7035472926959278
S1_3P,51,A2,4,-0.47398119638721536,-1.7101080487443845
S1_3P,51,A2,5,-0.9032241923952986,0.8885635408367423
S1_3P,51,A2,6,-3.0313633926074717,0.36388566525961963
S1_3P,51,A2,7,-6.119528424007873,-1.3651537870860861
S1_3P,51,A2,8,-4.898507430683033,-0.02308624333676823
S1_3P,51,A2,9,-8.215229362895961,0.7249091675435537
S1_3P,51,A2,10,-9.885618129886508,0.4168307250071326
S1_3P,51,A2,11,-5.455251551152375,-1.10397955667904
S1_3P,51,A2,12,-6.227048246518027,-4.155041039404425
S1_3P,51,A2,13,-6.34697870609606,-10.515624589432822
S1_3P,51,A2,14,-7.016758666626918,-7.635234092062156
S1_3P,51,A2,15,-8.790734156148794,-9.081331570176546
S1_3P,51,A2,16,-8.615168732959328,-6.689196138370521
S1_3P,51,A2,17,-6.401440562080913,-3.081817049422543
S1_3P,51,A2,18,-9.103576282889838,-1.3550193687586234
S1_3P,51,A2,19,-3.642992238785765,-4.650920311334745
S1_3P,51,A2,20,-9.895568280155413,-12.794851162798281
S1_3P,51,A2,21,-13.684849757400654,-18.240694485002006
S1_3P,51,A2,22,-7.089857041410997,-12.135301848086588
S1_3P,51,A2,23,-1.7565254132619241,-12.252640518269185
S1_3P,51,A2,24,2.593587551663795,-14.124710967452454
S1_3P,52,A3,0,-0.3518517434673116,-1.2683951146561416
S1_3P,52,A3,1,0.05874610639174663,-0.5062921941658649
S1_3P,52,A3,2,-0.5150463269369084,-1.055374733204401
S1_3P,52,A3,3,0.6817528491043967,-1.259304197645008
S1_3P,52,A3,4,0.3714978788223917,-1.9111536044850883
S1_3P,52,A3,5,0.7277278276867767,0.22833376409766554
S1_3P,52,A3,6,-0.4361454100674952,0.9815797013666827
S1_3P,52,A3,7,-3.2258747301825768,0.33257269894261965
S1_3P,52,A3,8,-2.307864066954748,1.689033097266808
S1_3P,52,A3,9,-7.0500329015332275,0.31831483430876895
S1_3P,52,A3,10,-9.770679467350382,0.7476048930701245
S1_3P,52,A3,11,-5.88270791699621,1.1202468822263714
S1_3P,52,A3,12,-5.9761164276361445,-1.6751135911120572
S1_3P,52,A3,13,-6.473068749528505,-8.183067024372624
S1_3P,52,A3,14,-7.285469091363342,-6.358360333367193
S1_3P,52,A3,15,-8.988329685400537,-6.150978687605045
S1_3P,52,A3,16,-9.832180032491433,-6.329558965473484
S1_3P,52,A3,17,-7.853015065412269,-2.5588814962992776
S1_3P,52,A3,18,-10.618113963631176,-0.9471539289642052
S1_3P,52,A3,19,-7.917549834912412,-2.7022223259178393
S1_3P,52,A3,20,-15.748466835106637,-11.659497157696041
S1_3P,52,A3,21,-17.999542767371764,-15.989647229229337
S1_3P,52,A3,22,-12.158478849822066,-9.599845717311664
S1_3P,52,A3,23,-7.409214346896237,-9.392715598695158
S1_3P,52,A3,24,-6.995664606204848,-10.727908054316641
S1_3P,53,A4,0,-0.48881545759048994,-1.4587855161027554
S1_3P,53,A4,1,-0.18607559729627204,-0.729784768482074
S1_3P,53,A4,2,-0.7128608953336922,-1.639193954484665
S1_3P,53,A4,3,-0.00316038415274586,-1.7188787502367817
S1_3P,53,A4,4,-0.4755319861346759,-3.1160923056956453
S1_3P,53,A4,5,-2.2332770142275757,-1.0246435245645078
S1_3P,53,A4,6,-4.062861410251192,-0.9629400286866161
S1_3P,53,A4,7,-7.411986542994386,-3.1177145965391135
S1_3P,53,A4,8,-6.450700474183841,-2.696651881865352
S1_3P,53,A4,9,-10.371997572995436,-1.1250231722395994
S1_3P,53,A4,10,-12.619008395667386,-2.221663593798606
S1_3P,53,A4,11,-8.466868853370324,-2.989827709707577
S1_3P,53,A4,12,-9.088494060343251,-6.145517358657489
S1_3P,53,A4,13,-8.32058978198757,-11.870815197677018
S1_3P,53,A4,14,-8.886032022199974,-8.489174542554588
S1_3P,53,A4,15,-11.045693913216397,-11.26453882710028
S1_3P,53,A4,16,-11.708648791264604,-7.9492255006384065
S1_3P,53,A4,17,-10.139635363223062,-4.836775487266338
S1_3P,53,A4,18,-13.096097230809926,-4.374168370325052
S1_3P,53,A4,19,-10.174458642012057,-11.097284512366834
S1_3P,53,A4,20,-21.932847246990878,-22.510860606589056
S1_3P,53,A4,21,-27.24721844928739,-27.30253085539787
S1_3P,53,A4,22,-24.492654961682398,-22.190756306651032
S1_3P,53,A4,23,-23.650044626322,-25.86262461623451
S1_3P,53,A4,24,-25.02422528698343,-32.01131873252251
S1_3P,54,A5,0,-0.48135031388645827,-1.3153033022543665
S1_3P,54,A5,1,-0.12155522328301654,-0.8771115234095324
S1_3P,54,A5,2,-0.6415238699554813,-1.678583602655823
S1_3P,54,A5,3,0.04609486161004592,-1.8835879817602845
S1_3P,54,A5,4,0.4472143175673662,-2.696101967760259
S1_3P,54,A5,5,-0.3497920587586895,-0.46898861474191944
S1_3P,54,A5,6,-2.0908420839519652,-1.2155245688468947
S1_3P,54,A5,7,-5.179508484881586,-1.6068545351425496
S1_3P,54,A5,8,-3.8490703674654663,-2.022990738194191
S1_3P,54,A5,9,-6.439463740373419,-1.2271008352931236
S1_3P,54,A5,10,-9.045439370838405,-0.3979732605766566
S1_3P,54,A5,11,-4.521506796022025,-1.0356213133211885
S1_3P,54,A5,12,-5.111030232269185,-4.9788316887369914
S1_3P,54,A5,13,-4.284412850120976,-11.875402084642898
S1_3P,54,A5,14,-4.714376356820119,-8.526441584575254
S1_3P,54,A5,15,-5.9916751414651,-10.102595504478112
S1_3P,54,A5,16,-6.383895025118036,-7.879446634420827
S1_3P,54,A5,17,-3.6757850103902476,-4.202750462138818
S1_3P,54,A5,18,-6.149598635353268,-3.3180634920811958
S1_3P,54,A5,19,-2.3873624153442066,-8.476482490215767
S1_3P,54,A5,20,-11.890445504052959,-18.60430891485857
S1_3P,54,A5,21,-15.166623235289952,-24.077515386642343
S1_3P,54,A5,22,-9.219413924347435,-19.404674339266684
S1_3P,54,A5,23,-5.371476564764345,-23.581919946952162
S1_3P,54,A5,24,0.6092246848640457,-27.65211491601406
S1_3P,55,B,0,-0.5684143216271837,-1.3155108817190393
S1_3P,55,B,1,-0.2959965428757756,-0.7800467324492739
S1_3P,55,B,2,-0.9868956497116187,-1.6579061299047781
S1_3P,55,B,3,-0.3173527378181924,-1.7546263129539255
S1_3P,55,B,4,0.05653717657574264,-2.4039025265775207
S1_3P,55,B,5,-1.2987169442827606,-0.485033705905713
S1_3P,55,B,6,-3.6039096435389575,-1.31271546998781
S1_3P,55,B,7,-6.275526904333476,-2.381584933157032
S1_3P,55,B,8,-3.9014541273535532,-3.248581640012467
S1_3P,55,B,9,-8.162755426080432,-1.4422271985126829
S1_3P,55,B,10,-10.186329590528011,-0.8066054413284691
S1_3P,55,B,11,-6.525933148699505,-1.781157064842086
S1_3P,55,B,12,-7.15058210791793,-5.251203059304978
S1_3P,55,B,13,-7.405637466070045,-11.265404134424251
S1_3P,55,B,14,-8.177107892937773,-8.829074913605886
S1_3P,55,B,15,-10.680927613358666,-10.635192741059562
S1_3P,55,B,16,-11.607539216021571,-8.503111584910412
S1_3P,55,B,17,-10.060981307793792,-5.619242928443924
S1_3P,55,B,18,-12.60594532571439,-5.208258280256361
S1_3P,55,B,19,-9.678257180391872,-11.302992121196397
S1_3P,55,B,20,-20.302460999841735,-21.617516699434326
S1_3P,55,B,21,-24.870659129678884,-27.11883214569777
S1_3P,55,B,22,-22.06325147343174,-24.457182146119507
S1_3P,55,B,23,-19.73377141457917,-28.99426478795445
S1_3P,55,B,24,-17.32175842510703,-37.57781214957588
S1_3P,56,C1,0,-0.7014364014592225,-1.517840875108885
S1_3P,56,C1,1,-0.387010534717505,-1.1472711769246318
S1_3P,56,C1,2,-1.0575957160289393,-2.276130918486838
S1_3P,56,C1,3,-0.7152919515248541,-2.814740154089427
S1_3P,56,C1,4,-0.9216799999303218,-4.57224456366874
S1_3P,56,C1,5,-2.9511975976513147,-2.3003335272963854
S1_3P,56,C1,6,-5.293725554998376,-3.079144593262286
S1_3P,56,C1,7,-7.794184560336671,-4.759955304088374
S1_3P,56,C1,8,-6.986323926245098,-4.841628873641633
S1_3P,56,C1,9,-10.098899598298228,-2.753484232954987
S1_3P,56,C1,10,-11.58486828496249,-3.304551786074824
S1_3P,56,C1,11,-6.843669902030413,-3.7320421771912153
