outcome,role,condition,stat,est,ci_lo,ci_hi,p_perm_item,p_exact_category,welch_ci95_lo,welch_ci95_hi
proj_S2,secondary,moderator_next,mean_neutral,-0.08927056908607485,-0.12200570771098136,-0.05663553568720819,,,,
proj_S2,secondary,moderator_next,delta_harm,-0.09058721217242151,-0.17351005588607354,-0.013743964157321266,,0.364010989010989,-0.2523964054604026,0.07122198111555954
proj_S2,secondary,moderator_next,delta_suffer,0.00541139721870422,-0.06916358253359796,0.07885308909416198,,0.9603174603174603,-0.19227104958885194,0.2030938440262604
proj_S2,secondary,moderator_next,I,0.09599860939112573,-0.0020412650460546887,0.19588377858291967,0.09019098090190981,0.358974358974359,-0.10810199297171376,0.3000992117539653
z_fear,secondary,user_next,mean_harm_to_model,1.3834635854816943,1.3110698627015398,1.4531272231464585,,,,
z_fear,secondary,user_next,mean_user_suffering,1.7268762380232845,1.6143279814406402,1.8374153760056706,,,,
z_fear,secondary,user_next,mean_neutral,1.8165050280171813,1.732349081616716,1.9007310858963078,,,,
z_fear,secondary,user_next,delta_harm,-0.43304144253548693,-0.5440209469234246,-0.3237241949307766,,0.003663003663003663,-0.6886931120397359,-0.1773897730312357
z_fear,secondary,user_next,delta_suffer,-0.08962878999389678,-0.22965492844687038,0.05220637216160466,,0.5,-0.37751734196375475,0.1982597619759634
z_fear,secondary,user_next,I,0.34341265254159015,0.21131550263887844,0.4751969773856716,9.999000099990002e-05,0.011904761904761904,0.09282034854493032,0.5940049565382499
z_fear,secondary,moderator_next,mean_harm_to_model,-1.0634211654679104,-1.178791433706504,-0.9570862833680956,,,,
z_fear,secondary,moderator_next,mean_user_suffering,-0.8138869179401295,-0.9517906189029357,-0.6834458993827025,,,,
z_fear,secondary,moderator_next,mean_neutral,-0.26147574132465384,-0.3166128342899128,-0.20579168025657865,,,,
z_fear,secondary,moderator_next,delta_harm,-0.8019454241432566,-0.9280213365769495,-0.6829323150826885,,0.00022893772893772894,-1.0786709271849948,-0.5252199211015183
