set,idx,category,layer,proj_S1,proj_S2
S1_1P,12,A3,21,-4.3793113535066315,23.0651703774463
S1_1P,12,A3,22,35.92347772819905,31.76058240907999
S1_1P,12,A3,23,16.956250040209174,21.706554467247997
S1_1P,12,A3,24,5.867265988771795,21.565966595823507
S1_1P,12,A3,25,47.11023344584768,53.22894829271446
S1_1P,13,A4,0,2.890794099733985,-0.7102050488169617
S1_1P,13,A4,1,-0.3797207226922218,0.5660786181161939
S1_1P,13,A4,2,3.7080752542988793,4.109003140666278
S1_1P,13,A4,3,-6.550583266495895,4.524495987592093
S1_1P,13,A4,4,-5.778671453337418,-4.85014612897262
S1_1P,13,A4,5,-0.33713896205476335,3.757605458028654
S1_1P,13,A4,6,-10.731592608376287,-4.85387982584486
S1_1P,13,A4,7,0.7125758691728505,3.487767963309045
S1_1P,13,A4,8,-5.121111292479243,5.029706777514708
S1_1P,13,A4,9,8.494753869545438,7.040034502406312
S1_1P,13,A4,10,12.168827831661854,15.528531129810238
S1_1P,13,A4,11,17.380244225794957,11.898998064238555
S1_1P,13,A4,12,2.541135640410948,6.850421066359971
S1_1P,13,A4,13,9.958197439673782,7.262600317994114
S1_1P,13,A4,14,17.63167555494663,1.550441038006821
S1_1P,13,A4,15,-12.959510411074291,-14.267221428639747
S1_1P,13,A4,16,6.89547773178015,-0.8615820811928496
S1_1P,13,A4,17,13.004073268418436,-8.514642004636606
S1_1P,13,A4,18,0.30909162963903736,0.9013385696539871
S1_1P,13,A4,19,-5.357402517192142,4.162779621740206
S1_1P,13,A4,20,-20.6800102722345,-2.823002125823278
S1_1P,13,A4,21,-19.229723504614856,1.4252674569018582
S1_1P,13,A4,22,11.921823924357613,8.6849542386474
S1_1P,13,A4,23,-5.376747203073134,0.3087462583216536
S1_1P,13,A4,24,15.790635712095865,0.64869954172456
S1_1P,13,A4,25,37.69009317667768,44.507388535353456
S1_1P,14,A5,0,3.2309882506095655,-1.711803275849828
S1_1P,14,A5,1,1.0382290338125848,0.19828929412661278
S1_1P,14,A5,2,4.761856452150955,5.935828469536667
S1_1P,14,A5,3,-2.408080654393896,7.451321395543342
S1_1P,14,A5,4,-1.3113500224327628,-2.413763658808759
S1_1P,14,A5,5,2.2008517327933186,5.066198225513225
S1_1P,14,A5,6,-8.2510350185404,-3.6737651112743275
S1_1P,14,A5,7,4.104419494923093,6.00534066315119
S1_1P,14,A5,8,-0.2593392345991967,8.370036388333201
S1_1P,14,A5,9,11.92678732277404,9.115924533967052
S1_1P,14,A5,10,15.527298736855965,17.23096938243771
S1_1P,14,A5,11,20.215259821180524,12.593081588683823
S1_1P,14,A5,12,4.5141991588973065,9.000906879649444
S1_1P,14,A5,13,12.686496513763588,10.220688050432903
S1_1P,14,A5,14,17.527850805608644,7.13215201961308
S1_1P,14,A5,15,-7.144156655685546,-3.729953233587616
S1_1P,14,A5,16,11.021587769682844,4.822659784263006
S1_1P,14,A5,17,20.650341879992794,10.066513024108021
S1_1P,14,A5,18,12.778593241982726,17.52984498944714
S1_1P,14,A5,19,27.819601671910327,22.37705056745728
S1_1P,14,A5,20,14.025707883097642,13.970707598116137
S1_1P,14,A5,21,23.243474208364454,25.852881826314977
S1_1P,14,A5,22,56.94992666399199,33.52578890761063
S1_1P,14,A5,23,42.61236712926958,23.306945811369694
S1_1P,14,A5,24,68.24097327002423,31.510163837532748
S1_1P,14,A5,25,143.77383327450318,85.70267149182922
