layer,condition,contrast,est,lo,hi,p_exact
7,user_next,suffer_minus_neutral,0.0866092888351031,-0.41173477786808876,0.584953355538295,0.7380952380952381
7,user_next,harm_minus_suffer,0.6090863106832789,0.14171086409696365,1.0764617572695943,0.006181318681318681
7,moderator_next,harm_minus_neutral,0.5714265577205172,0.28579938950571715,0.8570537259353173,0.0006868131868131869
7,moderator_next,suffer_minus_neutral,0.1177135807854956,-0.39585111399738643,0.6312782755683777,0.6190476190476191
7,moderator_next,harm_minus_suffer,0.45371297693502155,-0.05121859754847102,0.9586445514185141,0.016483516483516484
8,assistant_next,harm_minus_neutral,0.5960988774966289,0.11676450408437072,1.075433250908887,0.007326007326007326
8,assistant_next,suffer_minus_neutral,-0.4430323164938169,-1.0050663120657404,0.11900167907810655,0.11904761904761904
8,assistant_next,harm_minus_suffer,1.0391311939904457,0.5608491304323378,1.5174132575485537,0.00022893772893772894
8,user_next,harm_minus_neutral,0.47885734290102855,0.04817474668011662,0.9095399391219405,0.044642857142857144
8,user_next,suffer_minus_neutral,-0.3650460239978901,-1.0350368910250873,0.30494484302930724,0.23809523809523808
8,user_next,harm_minus_suffer,0.8439033668989186,0.19040198246010231,1.497404751337735,0.003891941391941392
8,moderator_next,harm_minus_neutral,0.45373876311232875,-0.0027994058008483647,0.9102769320255059,0.018543956043956044
8,moderator_next,suffer_minus_neutral,-0.40718480990833983,-1.0108328930927684,0.1964632732760887,0.16666666666666666
8,moderator_next,harm_minus_suffer,0.8609235730206686,0.31835323570428564,1.4034939103370516,0.00022893772893772894
9,assistant_next,harm_minus_neutral,0.4022392232838531,0.03327310184135085,0.7712053447263554,0.07783882783882784
9,assistant_next,suffer_minus_neutral,-0.5676550552183772,-1.0773629919124654,-0.05794711852428891,0.023809523809523808
9,assistant_next,harm_minus_suffer,0.9698942785022303,0.4490708124807057,1.490717744523755,0.0006868131868131869
9,user_next,harm_minus_neutral,0.7030153367726246,0.1763983217250087,1.2296323518202406,0.01304945054945055
9,user_next,suffer_minus_neutral,0.07350549644488447,-0.7730759023981508,0.9200868952879198,0.8174603174603174
9,user_next,harm_minus_suffer,0.6295098403277402,-0.19490352040581638,1.4539232010612966,0.0521978021978022
9,moderator_next,harm_minus_neutral,0.5186476410217513,0.03397433954701823,1.0033209424964844,0.042353479853479856
9,moderator_next,suffer_minus_neutral,-0.5268933798265604,-1.3503338779994944,0.2965471183463736,0.14285714285714285
9,moderator_next,harm_minus_suffer,1.0455410208483116,0.23874172653810077,1.8523403151585223,0.0009157509157509158
10,assistant_next,harm_minus_neutral,0.7704005032066038,0.5076223203246657,1.033178686088542,0.00022893772893772894
10,assistant_next,suffer_minus_neutral,-0.3904751287392403,-0.8855944236334945,0.10464416615501387,0.07142857142857142
10,assistant_next,harm_minus_suffer,1.160875631945844,0.6618257393865621,1.6599255245051259,0.00022893772893772894
10,user_next,harm_minus_neutral,1.2931185769311977,0.6716898282610919,1.9145473256013035,0.00022893772893772894
10,user_next,suffer_minus_neutral,0.7795422049077669,0.10292994163453595,1.456154468180998,0.031746031746031744
10,user_next,harm_minus_suffer,0.5135763720234308,0.023318408989933426,1.003834335056928,0.016025641025641024
